,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
1224070,3376.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,193,35,41.0,3335.0,0.0,3.0,0.0,37.0,2019-09-05 22:00:00,3,0.9878554502369669
1227378,3051.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,170,18,22.0,3029.0,4.0,0.0,0.0,18.0,2019-09-05 23:00:00,3,0.9927892494264176
1241669,2617.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,139,18,20.0,2597.0,0.0,0.0,0.0,19.0,2019-09-06 00:00:00,4,0.992357661444402
1251866,1372.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,99,15,18.0,1354.0,1.0,0.0,0.0,17.0,2019-09-06 01:00:00,4,0.9868804664723032
1254256,1165.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,79,12,13.0,1152.0,1.0,2.0,0.0,10.0,2019-09-06 02:00:00,4,0.9888412017167382
1263294,1097.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,72,11,17.0,1080.0,1.0,0.0,0.0,16.0,2019-09-06 03:00:00,4,0.9845031905195989
1272924,463.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,33,4,6.0,457.0,0.0,1.0,0.0,4.0,2019-09-06 04:00:00,4,0.9870410367170627
1282418,321.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,24,2,2.0,319.0,0.0,0.0,0.0,1.0,2019-09-06 05:00:00,4,0.9937694704049844
1286073,282.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,22,4,4.0,278.0,0.0,2.0,0.0,1.0,2019-09-06 06:00:00,4,0.9858156028368794
1291834,196.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,20,1,1.0,195.0,0.0,1.0,0.0,0.0,2019-09-06 07:00:00,4,0.9948979591836735
1301644,350.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,47,3,3.0,347.0,0.0,0.0,0.0,3.0,2019-09-06 08:00:00,4,0.9914285714285714
1309076,1153.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,61,1,1.0,1152.0,0.0,1.0,0.0,0.0,2019-09-06 09:00:00,4,0.9991326973113617
1317088,2049.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,69,3,3.0,2046.0,0.0,0.0,0.0,3.0,2019-09-06 10:00:00,4,0.9985358711566618
1317413,3289.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,122,9,9.0,3280.0,0.0,0.0,0.0,9.0,2019-09-06 11:00:00,4,0.9972636059592581
1327508,4288.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,156,12,14.0,4274.0,1.0,0.0,0.0,12.0,2019-09-06 12:00:00,4,0.9967350746268657
1338412,4029.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,173,15,17.0,4012.0,1.0,0.0,0.0,16.0,2019-09-06 13:00:00,4,0.9957805907172996
1352258,4174.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,174,26,30.0,4144.0,1.0,0.0,0.0,29.0,2019-09-06 14:00:00,4,0.9928126497364638
1360308,3918.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,186,19,21.0,3897.0,2.0,1.0,0.0,18.0,2019-09-06 15:00:00,4,0.9946401225114855
1366367,4518.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,209,26,30.0,4488.0,2.0,1.0,0.0,27.0,2019-09-06 16:00:00,4,0.9933598937583001
1381236,5699.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,215,24,31.0,5668.0,0.0,1.0,0.0,28.0,2019-09-06 17:00:00,4,0.9945604492016143
1381916,5738.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,236,32,38.0,5700.0,2.0,1.0,0.0,34.0,2019-09-06 18:00:00,4,0.9933774834437086
1395356,5003.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,225,27,32.0,4971.0,0.0,0.0,0.0,32.0,2019-09-06 19:00:00,4,0.9936038376973816
1401006,5077.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,239,28,33.0,5044.0,0.0,0.0,0.0,33.0,2019-09-06 20:00:00,4,0.9935000984833563
1411934,3872.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,211,29,37.0,3835.0,1.0,1.0,0.0,35.0,2019-09-06 21:00:00,4,0.9904442148760331
1421528,3974.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,209,30,35.0,3939.0,1.0,0.0,0.0,34.0,2019-09-06 22:00:00,4,0.9911927528938098
1433824,3368.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,182,40,48.0,3320.0,1.0,0.0,0.0,45.0,2019-09-06 23:00:00,4,0.9857482185273159
1439086,2836.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,163,25,31.0,2805.0,3.0,2.0,0.0,25.0,2019-09-07 00:00:00,5,0.9890691114245416
1456434,2379.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,144,15,17.0,2362.0,1.0,0.0,0.0,16.0,2019-09-07 01:00:00,5,0.992854140395124
1460204,1883.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,97,21,23.0,1860.0,0.0,2.0,0.0,21.0,2019-09-07 02:00:00,5,0.9877854487519915
1471621,1140.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,77,13,15.0,1125.0,0.0,1.0,0.0,14.0,2019-09-07 03:00:00,5,0.9868421052631579
1476493,385.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,45,5,7.0,378.0,0.0,2.0,0.0,5.0,2019-09-07 04:00:00,5,0.9818181818181818
1482688,245.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,25,5,5.0,240.0,0.0,0.0,0.0,4.0,2019-09-07 05:00:00,5,0.9795918367346939
1487483,250.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,21,1,1.0,249.0,0.0,1.0,0.0,0.0,2019-09-07 06:00:00,5,0.996
1494361,162.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,23,4,4.0,158.0,0.0,1.0,0.0,1.0,2019-09-07 07:00:00,5,0.9753086419753086
1502940,424.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,45,2,3.0,421.0,0.0,2.0,0.0,1.0,2019-09-07 08:00:00,5,0.9929245283018868
1510240,1203.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,61,2,2.0,1201.0,0.0,0.0,0.0,2.0,2019-09-07 09:00:00,5,0.99833748960931
1516912,1793.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,70,5,6.0,1787.0,1.0,0.0,0.0,4.0,2019-09-07 10:00:00,5,0.9966536530953709
1524179,2559.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,91,2,2.0,2557.0,0.0,0.0,0.0,2.0,2019-09-07 11:00:00,5,0.9992184447049629
1528035,3295.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,115,8,9.0,3286.0,0.0,0.0,0.0,9.0,2019-09-07 12:00:00,5,0.997268588770865
1536939,3304.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,149,12,13.0,3291.0,0.0,0.0,0.0,13.0,2019-09-07 13:00:00,5,0.9960653753026635
1547141,4092.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,167,19,22.0,4070.0,1.0,0.0,0.0,21.0,2019-09-07 14:00:00,5,0.9946236559139785
1552467,4296.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,203,25,29.0,4267.0,2.0,0.0,0.0,26.0,2019-09-07 15:00:00,5,0.9932495344506518
1564884,4120.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,209,26,26.0,4094.0,0.0,1.0,0.0,24.0,2019-09-07 16:00:00,5,0.9936893203883496
1571898,4219.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,237,24,34.0,4185.0,1.0,1.0,0.0,31.0,2019-09-07 17:00:00,5,0.9919412182981749
1580875,4501.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,216,30,37.0,4464.0,0.0,1.0,0.0,35.0,2019-09-07 18:00:00,5,0.9917796045323262
1589059,4994.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,248,33,37.0,4957.0,2.0,0.0,0.0,31.0,2019-09-07 19:00:00,5,0.9925911093311974
1606761,4666.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,236,45,60.0,4606.0,3.0,1.0,0.0,54.0,2019-09-07 20:00:00,5,0.9871410201457351
1608963,4219.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,213,25,31.0,4188.0,0.0,1.0,0.0,30.0,2019-09-07 21:00:00,5,0.9926522872718654
1617295,3223.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,194,30,37.0,3186.0,1.0,1.0,0.0,35.0,2019-09-07 22:00:00,5,0.9885200124107973
1627584,2586.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,142,24,29.0,2557.0,1.0,1.0,0.0,24.0,2019-09-07 23:00:00,5,0.9887857695282289
1637940,2176.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,136,27,29.0,2147.0,3.0,1.0,0.0,24.0,2019-09-08 00:00:00,6,0.9866727941176471
1648209,1725.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,128,21,31.0,1694.0,0.0,0.0,0.0,28.0,2019-09-08 01:00:00,6,0.9820289855072464
1656670,1200.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,96,11,16.0,1184.0,0.0,0.0,0.0,16.0,2019-09-08 02:00:00,6,0.9866666666666667
1667646,989.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,74,10,11.0,978.0,0.0,2.0,0.0,9.0,2019-09-08 03:00:00,6,0.9888776541961577
1672608,632.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,48,9,11.0,621.0,0.0,0.0,0.0,11.0,2019-09-08 04:00:00,6,0.9825949367088608
1677936,432.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,28,4,5.0,427.0,0.0,0.0,0.0,5.0,2019-09-08 05:00:00,6,0.9884259259259259
1684120,347.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,21,1,3.0,344.0,0.0,0.0,0.0,3.0,2019-09-08 06:00:00,6,0.9913544668587896
1693790,215.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,21,2,2.0,213.0,0.0,1.0,0.0,1.0,2019-09-08 07:00:00,6,0.9906976744186047
1696822,518.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,39,5,6.0,512.0,0.0,0.0,0.0,6.0,2019-09-08 08:00:00,6,0.9884169884169884
1702844,1907.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,59,5,7.0,1900.0,0.0,1.0,0.0,6.0,2019-09-08 09:00:00,6,0.9963293130571579
1707837,2118.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,55,3,3.0,2115.0,1.0,0.0,0.0,2.0,2019-09-08 10:00:00,6,0.9985835694050992
1715752,2510.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,83,9,9.0,2501.0,0.0,0.0,0.0,9.0,2019-09-08 11:00:00,6,0.996414342629482
1725212,2856.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,104,15,20.0,2836.0,0.0,1.0,0.0,19.0,2019-09-08 12:00:00,6,0.9929971988795518
1727435,2865.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,117,12,14.0,2851.0,0.0,0.0,0.0,14.0,2019-09-08 13:00:00,6,0.9951134380453752
1739908,2979.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,154,17,20.0,2959.0,3.0,1.0,0.0,15.0,2019-09-08 14:00:00,6,0.9932863376972139
1748974,3510.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,162,21,22.0,3488.0,0.0,1.0,0.0,20.0,2019-09-08 15:00:00,6,0.9937321937321937
1755313,4141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,222,26,29.0,4112.0,3.0,3.0,0.0,23.0,2019-09-08 16:00:00,6,0.9929968606616759
1770619,5098.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,254,32,36.0,5062.0,2.0,1.0,0.0,31.0,2019-09-08 17:00:00,6,0.9929384072185171
1779055,4250.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,249,40,54.0,4196.0,2.0,0.0,0.0,48.0,2019-09-08 18:00:00,6,0.9872941176470589
1781238,4876.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,218,34,41.0,4835.0,1.0,1.0,0.0,39.0,2019-09-08 19:00:00,6,0.9915914684167351
1794348,4312.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,221,34,55.0,4257.0,1.0,18.0,0.0,35.0,2019-09-08 20:00:00,6,0.9872448979591837
1800569,4369.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,224,30,47.0,4322.0,1.0,13.0,0.0,32.0,2019-09-08 21:00:00,6,0.9892423895628291
1811422,4484.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,227,38,62.0,4422.0,4.0,13.0,0.0,45.0,2019-09-08 22:00:00,6,0.9861730597680642
1822394,3564.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,186,31,43.0,3521.0,1.0,12.0,0.0,29.0,2019-09-08 23:00:00,6,0.9879349046015713
1827706,3055.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,153,17,29.0,3026.0,2.0,12.0,0.0,14.0,2019-09-09 00:00:00,0,0.9905073649754501
1838862,1624.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,110,15,29.0,1595.0,1.0,12.0,0.0,15.0,2019-09-09 01:00:00,0,0.9821428571428571
1846187,1214.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,73,12,19.0,1195.0,1.0,3.0,0.0,15.0,2019-09-09 02:00:00,0,0.984349258649094
1851616,996.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,64,12,14.0,982.0,1.0,2.0,0.0,11.0,2019-09-09 03:00:00,0,0.9859437751004017
1861978,467.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,35,5,17.0,450.0,0.0,11.0,0.0,6.0,2019-09-09 04:00:00,0,0.9635974304068522
1866589,362.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,24,2,10.0,352.0,0.0,9.0,0.0,1.0,2019-09-09 05:00:00,0,0.9723756906077348
1870055,399.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,23,1,1.0,398.0,0.0,1.0,0.0,0.0,2019-09-09 06:00:00,0,0.9974937343358395
1876880,359.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,26,3,3.0,356.0,0.0,0.0,0.0,3.0,2019-09-09 07:00:00,0,0.9916434540389972
1888456,531.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,38,2,3.0,528.0,0.0,0.0,0.0,3.0,2019-09-09 08:00:00,0,0.9943502824858758
1892281,982.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,42,2,2.0,980.0,0.0,1.0,0.0,1.0,2019-09-09 09:00:00,0,0.9979633401221996
1902786,1843.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,58,7,8.0,1835.0,0.0,1.0,0.0,7.0,2019-09-09 10:00:00,0,0.9956592512208355
1909845,3020.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,106,8,12.0,3008.0,0.0,0.0,0.0,12.0,2019-09-09 11:00:00,0,0.9960264900662251
1916071,3660.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,140,12,16.0,3644.0,1.0,0.0,0.0,15.0,2019-09-09 12:00:00,0,0.9956284153005465
1922298,3919.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,157,14,21.0,3898.0,0.0,5.0,0.0,16.0,2019-09-09 13:00:00,0,0.9946414901760653
1936020,4168.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,172,22,29.0,4139.0,0.0,3.0,0.0,24.0,2019-09-09 14:00:00,0,0.9930422264875239
1943717,4268.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,167,17,18.0,4250.0,0.0,1.0,0.0,17.0,2019-09-09 15:00:00,0,0.9957825679475164
1951824,4810.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,213,22,27.0,4783.0,0.0,2.0,0.0,24.0,2019-09-09 16:00:00,0,0.9943866943866944
1959733,4802.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,209,28,32.0,4770.0,4.0,0.0,0.0,28.0,2019-09-09 17:00:00,0,0.9933361099541858
1978029,4356.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,211,25,29.0,4327.0,0.0,1.0,0.0,28.0,2019-09-09 18:00:00,0,0.9933425160697889
1985772,3845.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,189,14,16.0,3829.0,0.0,0.0,0.0,16.0,2019-09-09 19:00:00,0,0.9958387516254876
1989333,4315.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,205,19,20.0,4295.0,1.0,1.0,0.0,18.0,2019-09-09 20:00:00,0,0.9953650057937428
2006772,3939.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,196,16,19.0,3920.0,1.0,4.0,0.0,14.0,2019-09-09 21:00:00,0,0.9951764407209952
2013482,3780.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,179,30,48.0,3732.0,4.0,13.0,0.0,31.0,2019-09-09 22:00:00,0,0.9873015873015873
2021645,3226.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,179,21,33.0,3193.0,3.0,12.0,0.0,18.0,2019-09-09 23:00:00,0,0.9897706137631742
2028645,2967.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,159,22,34.0,2933.0,1.0,13.0,0.0,20.0,2019-09-10 00:00:00,1,0.9885406134142232
2038704,1687.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,111,22,33.0,1654.0,2.0,12.0,0.0,19.0,2019-09-10 01:00:00,1,0.980438648488441
2047252,880.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,66,12,24.0,856.0,1.0,13.0,0.0,10.0,2019-09-10 02:00:00,1,0.9727272727272728
2057539,853.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,48,8,20.0,833.0,0.0,13.0,0.0,7.0,2019-09-10 03:00:00,1,0.9765533411488863
2068005,712.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,33,3,14.0,698.0,0.0,12.0,0.0,2.0,2019-09-10 04:00:00,1,0.9803370786516854
2072283,689.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,32,5,15.0,674.0,0.0,12.0,0.0,2.0,2019-09-10 05:00:00,1,0.9782293178519593
2077248,478.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,26,4,15.0,463.0,0.0,13.0,0.0,2.0,2019-09-10 06:00:00,1,0.9686192468619247
2082008,336.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,34,7,18.0,318.0,1.0,12.0,0.0,4.0,2019-09-10 07:00:00,1,0.9464285714285714
2094336,843.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,49,6,18.0,825.0,0.0,14.0,0.0,4.0,2019-09-10 08:00:00,1,0.9786476868327402
2101192,1214.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,67,7,19.0,1195.0,0.0,12.0,0.0,7.0,2019-09-10 09:00:00,1,0.984349258649094
2105927,1631.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,69,7,18.0,1613.0,0.0,13.0,0.0,4.0,2019-09-10 10:00:00,1,0.9889638258736971
2111373,2068.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,93,9,21.0,2047.0,1.0,11.0,0.0,9.0,2019-09-10 11:00:00,1,0.9898452611218569
2125263,2575.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,119,8,10.0,2565.0,0.0,2.0,0.0,8.0,2019-09-10 12:00:00,1,0.996116504854369
2132041,2764.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,140,16,19.0,2745.0,0.0,1.0,0.0,18.0,2019-09-10 13:00:00,1,0.9931259044862518
2136887,3545.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,154,12,19.0,3526.0,1.0,0.0,0.0,16.0,2019-09-10 14:00:00,1,0.9946403385049365
2147786,3211.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,155,7,9.0,3202.0,0.0,0.0,0.0,9.0,2019-09-10 15:00:00,1,0.9971971348489567
2155981,3696.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,161,18,22.0,3674.0,1.0,1.0,0.0,20.0,2019-09-10 16:00:00,1,0.9940476190476191
2165653,3969.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,197,17,24.0,3945.0,0.0,0.0,0.0,24.0,2019-09-10 17:00:00,1,0.9939531368102796
2179533,3598.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,167,24,31.0,3567.0,0.0,5.0,0.0,25.0,2019-09-10 18:00:00,1,0.9913841022790439
2194354,3488.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,182,29,38.0,3450.0,2.0,2.0,0.0,33.0,2019-09-10 19:00:00,1,0.989105504587156
2203797,3693.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,188,25,30.0,3663.0,2.0,0.0,0.0,27.0,2019-09-10 20:00:00,1,0.991876523151909
2205452,3664.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,181,24,30.0,3634.0,2.0,0.0,0.0,27.0,2019-09-10 21:00:00,1,0.9918122270742358
2223511,3450.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,158,29,39.0,3411.0,2.0,1.0,0.0,35.0,2019-09-10 22:00:00,1,0.9886956521739131
2231658,2561.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,136,23,29.0,2532.0,2.0,0.0,0.0,27.0,2019-09-10 23:00:00,1,0.9886762983209684
2234212,2575.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,118,16,22.0,2553.0,1.0,1.0,0.0,20.0,2019-09-11 00:00:00,2,0.9914563106796116
2248981,1428.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,100,15,18.0,1410.0,0.0,0.0,0.0,16.0,2019-09-11 01:00:00,2,0.9873949579831933
2258120,1354.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,93,16,18.0,1336.0,0.0,0.0,0.0,18.0,2019-09-11 02:00:00,2,0.9867060561299852
2266468,841.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,52,8,11.0,830.0,0.0,1.0,0.0,10.0,2019-09-11 03:00:00,2,0.9869203329369798
2269138,392.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,32,4,4.0,388.0,0.0,1.0,0.0,2.0,2019-09-11 04:00:00,2,0.9897959183673469
2277914,285.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,21,1,1.0,284.0,1.0,0.0,0.0,0.0,2019-09-11 05:00:00,2,0.9964912280701754
2284170,311.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,21,2,2.0,309.0,0.0,1.0,0.0,1.0,2019-09-11 06:00:00,2,0.9935691318327974
2290773,203.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,18,2,2.0,201.0,0.0,1.0,0.0,1.0,2019-09-11 07:00:00,2,0.9901477832512315
2297204,427.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,33,2,3.0,424.0,0.0,1.0,0.0,2.0,2019-09-11 08:00:00,2,0.9929742388758782
2308707,912.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,41,5,7.0,905.0,0.0,1.0,0.0,5.0,2019-09-11 09:00:00,2,0.9923245614035088
2309289,1395.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,55,9,16.0,1379.0,1.0,7.0,0.0,8.0,2019-09-11 10:00:00,2,0.9885304659498207
2320184,1869.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,71,7,20.0,1849.0,0.0,12.0,0.0,8.0,2019-09-11 11:00:00,2,0.9892990904226859
2326179,2770.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,113,6,18.0,2752.0,0.0,12.0,0.0,6.0,2019-09-11 12:00:00,2,0.9935018050541516
2339779,2856.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,115,10,23.0,2833.0,0.0,13.0,0.0,10.0,2019-09-11 13:00:00,2,0.9919467787114846
2349015,2900.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,127,11,24.0,2876.0,0.0,13.0,0.0,10.0,2019-09-11 14:00:00,2,0.9917241379310345
2355264,3302.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,137,21,34.0,3268.0,0.0,12.0,0.0,21.0,2019-09-11 15:00:00,2,0.9897032101756511
2368091,3463.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,156,19,33.0,3430.0,0.0,13.0,0.0,20.0,2019-09-11 16:00:00,2,0.9904706901530465
2378108,4100.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,180,16,34.0,4066.0,2.0,12.0,0.0,20.0,2019-09-11 17:00:00,2,0.9917073170731707
2391680,3599.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,175,16,18.0,3581.0,2.0,1.0,0.0,14.0,2019-09-11 18:00:00,2,0.9949986107252015
2398034,3202.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,162,27,30.0,3172.0,0.0,0.0,0.0,29.0,2019-09-11 19:00:00,2,0.9906308557151781
2402473,3411.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,189,29,36.0,3375.0,2.0,3.0,0.0,31.0,2019-09-11 20:00:00,2,0.9894459102902374
2416674,2894.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,195,28,33.0,2861.0,0.0,0.0,0.0,33.0,2019-09-11 21:00:00,2,0.9885970974429855
2428469,3042.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,188,34,39.0,3003.0,3.0,1.0,0.0,35.0,2019-09-11 22:00:00,2,0.9871794871794872
2433779,3257.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,164,33,43.0,3214.0,0.0,1.0,0.0,41.0,2019-09-11 23:00:00,2,0.986797666564323
2444439,2716.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,134,15,15.0,2701.0,0.0,0.0,0.0,15.0,2019-09-12 00:00:00,3,0.9944771723122239
