,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
9327322,1195.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,105,16,21.0,1174.0,1.0,0.0,0.0,20.0,2019-10-15 01:00:00,1,0.9824267782426779
9337168,960.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,87,14,16.0,944.0,1.0,0.0,0.0,15.0,2019-10-15 02:00:00,1,0.9833333333333333
9342623,661.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,69,10,10.0,651.0,0.0,2.0,0.0,8.0,2019-10-15 03:00:00,1,0.9848714069591528
9349480,560.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,48,2,2.0,558.0,0.0,0.0,0.0,2.0,2019-10-15 04:00:00,1,0.9964285714285714
9354788,372.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,29,4,6.0,366.0,0.0,2.0,0.0,4.0,2019-10-15 05:00:00,1,0.9838709677419355
9366283,331.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,25,1,1.0,330.0,0.0,0.0,0.0,1.0,2019-10-15 06:00:00,1,0.9969788519637462
9373395,313.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,48,3,3.0,310.0,0.0,1.0,0.0,2.0,2019-10-15 07:00:00,1,0.9904153354632588
9378601,413.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,42,1,1.0,412.0,0.0,0.0,0.0,1.0,2019-10-15 08:00:00,1,0.9975786924939467
9387209,853.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,66,9,9.0,844.0,1.0,0.0,0.0,8.0,2019-10-15 09:00:00,1,0.9894490035169988
9392753,1180.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,76,3,4.0,1176.0,0.0,0.0,0.0,4.0,2019-10-15 10:00:00,1,0.9966101694915255
9400214,1333.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,99,6,9.0,1324.0,0.0,0.0,0.0,8.0,2019-10-15 11:00:00,1,0.9932483120780196
9415490,1645.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,112,7,7.0,1638.0,0.0,0.0,0.0,7.0,2019-10-15 12:00:00,1,0.9957446808510638
9422697,2310.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,132,8,10.0,2300.0,2.0,1.0,0.0,7.0,2019-10-15 13:00:00,1,0.9956709956709957
9436917,2048.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,153,17,18.0,2030.0,0.0,0.0,0.0,16.0,2019-10-15 14:00:00,1,0.9912109375
9438717,2200.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,161,10,10.0,2190.0,1.0,1.0,0.0,8.0,2019-10-15 15:00:00,1,0.9954545454545455
9453436,2516.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,186,23,35.0,2481.0,3.0,13.0,0.0,18.0,2019-10-15 16:00:00,1,0.9860890302066773
9467132,2398.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,191,32,41.0,2357.0,0.0,8.0,0.0,29.0,2019-10-15 17:00:00,1,0.9829024186822352
9470116,2632.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,212,32,40.0,2592.0,4.0,0.0,0.0,32.0,2019-10-15 18:00:00,1,0.9848024316109423
9484850,2226.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,190,27,30.0,2196.0,4.0,0.0,0.0,26.0,2019-10-15 19:00:00,1,0.9865229110512129
9496222,2219.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,199,21,23.0,2196.0,2.0,2.0,0.0,18.0,2019-10-15 20:00:00,1,0.9896349707075259
9502116,2541.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,248,35,40.0,2501.0,3.0,0.0,0.0,35.0,2019-10-15 21:00:00,1,0.9842581660763479
9519661,2368.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,213,28,36.0,2332.0,0.0,2.0,0.0,31.0,2019-10-15 22:00:00,1,0.9847972972972973
9526648,2437.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,217,27,32.0,2405.0,1.0,1.0,0.0,30.0,2019-10-15 23:00:00,1,0.9868691013541239
9535360,1768.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,166,27,31.0,1737.0,2.0,3.0,0.0,21.0,2019-10-16 00:00:00,2,0.9824660633484162
9547516,1340.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,119,14,16.0,1324.0,1.0,0.0,0.0,15.0,2019-10-16 01:00:00,2,0.9880597014925373
9553309,1082.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,90,11,13.0,1069.0,1.0,0.0,0.0,11.0,2019-10-16 02:00:00,2,0.987985212569316
9560085,912.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,68,14,17.0,895.0,1.0,0.0,0.0,16.0,2019-10-16 03:00:00,2,0.981359649122807
9568631,479.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,42,5,6.0,473.0,0.0,0.0,0.0,6.0,2019-10-16 04:00:00,2,0.9874739039665971
9576895,339.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,22,2,2.0,337.0,0.0,0.0,0.0,1.0,2019-10-16 05:00:00,2,0.9941002949852508
9584848,266.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,22,1,1.0,265.0,0.0,0.0,0.0,1.0,2019-10-16 06:00:00,2,0.9962406015037594
9590492,243.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,47,2,2.0,241.0,0.0,0.0,0.0,2.0,2019-10-16 07:00:00,2,0.9917695473251029
9602180,395.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,44,1,1.0,394.0,0.0,0.0,0.0,1.0,2019-10-16 08:00:00,2,0.9974683544303797
9603242,829.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,54,6,7.0,822.0,0.0,0.0,0.0,7.0,2019-10-16 09:00:00,2,0.991556091676719
9612680,1339.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,78,4,4.0,1335.0,0.0,0.0,0.0,4.0,2019-10-16 10:00:00,2,0.9970126960418223
9624822,1419.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,89,7,7.0,1412.0,1.0,0.0,0.0,6.0,2019-10-16 11:00:00,2,0.9950669485553206
9632365,1725.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,110,5,7.0,1718.0,0.0,0.0,0.0,7.0,2019-10-16 12:00:00,2,0.9959420289855072
9638028,2128.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,146,8,9.0,2119.0,0.0,0.0,0.0,9.0,2019-10-16 13:00:00,2,0.9957706766917294
9652170,2455.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,162,15,18.0,2437.0,1.0,1.0,0.0,15.0,2019-10-16 14:00:00,2,0.9926680244399185
9665979,2620.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,179,15,16.0,2604.0,1.0,1.0,0.0,12.0,2019-10-16 15:00:00,2,0.9938931297709923
9677127,2705.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,190,22,25.0,2680.0,0.0,3.0,0.0,19.0,2019-10-16 16:00:00,2,0.9907578558225508
9682617,2934.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,232,21,28.0,2906.0,2.0,0.0,0.0,25.0,2019-10-16 17:00:00,2,0.9904567143830948
9691960,2579.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,195,18,18.0,2561.0,6.0,1.0,0.0,11.0,2019-10-16 18:00:00,2,0.9930205506010081
9709280,2833.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,206,24,25.0,2808.0,1.0,1.0,0.0,20.0,2019-10-16 19:00:00,2,0.9911754324038122
9713151,2627.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,214,24,28.0,2599.0,0.0,2.0,0.0,25.0,2019-10-16 20:00:00,2,0.9893414541301865
9722415,2546.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,213,32,41.0,2505.0,3.0,1.0,0.0,37.0,2019-10-16 21:00:00,2,0.9838963079340142
9739567,2302.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,194,25,31.0,2271.0,0.0,0.0,0.0,31.0,2019-10-16 22:00:00,2,0.9865334491746307
9742575,2024.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,160,17,20.0,2004.0,1.0,0.0,0.0,18.0,2019-10-16 23:00:00,2,0.9901185770750988
9758470,1951.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,145,20,23.0,1928.0,3.0,0.0,0.0,19.0,2019-10-17 00:00:00,3,0.9882111737570477
9762837,1449.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,119,15,15.0,1434.0,1.0,1.0,0.0,13.0,2019-10-17 01:00:00,3,0.989648033126294
9777680,989.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,90,7,7.0,982.0,0.0,1.0,0.0,5.0,2019-10-17 02:00:00,3,0.9929221435793731
9785658,707.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,58,7,7.0,700.0,2.0,0.0,0.0,5.0,2019-10-17 03:00:00,3,0.9900990099009901
9791579,227.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,39,7,7.0,220.0,1.0,0.0,0.0,5.0,2019-10-17 04:00:00,3,0.9691629955947136
9802239,127.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,17,1,1.0,126.0,0.0,0.0,0.0,1.0,2019-10-17 05:00:00,3,0.9921259842519685
9804311,95.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,23,4,4.0,91.0,0.0,1.0,0.0,3.0,2019-10-17 06:00:00,3,0.9578947368421052
9813631,138.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,30,7,8.0,130.0,0.0,1.0,0.0,6.0,2019-10-17 07:00:00,3,0.9420289855072463
9822880,141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,32,1,2.0,139.0,0.0,0.0,0.0,2.0,2019-10-17 08:00:00,3,0.9858156028368794
9830382,533.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,53,4,4.0,529.0,0.0,0.0,0.0,4.0,2019-10-17 09:00:00,3,0.9924953095684803
9836810,1052.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,67,4,5.0,1047.0,0.0,0.0,0.0,5.0,2019-10-17 10:00:00,3,0.9952471482889734
9845989,1234.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,89,4,4.0,1230.0,0.0,0.0,0.0,4.0,2019-10-17 11:00:00,3,0.9967585089141004
9851116,1994.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,134,11,14.0,1980.0,0.0,0.0,0.0,14.0,2019-10-17 12:00:00,3,0.9929789368104313
9865546,2384.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,148,13,16.0,2368.0,1.0,0.0,0.0,15.0,2019-10-17 13:00:00,3,0.9932885906040269
9878551,2470.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,163,12,13.0,2457.0,1.0,0.0,0.0,11.0,2019-10-17 14:00:00,3,0.9947368421052631
9882981,2438.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,171,11,12.0,2426.0,0.0,0.0,0.0,12.0,2019-10-17 15:00:00,3,0.9950779327317474
9892679,2726.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,177,21,22.0,2704.0,1.0,1.0,0.0,20.0,2019-10-17 16:00:00,3,0.991929567131328
9900085,3228.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,219,23,26.0,3202.0,0.0,2.0,0.0,24.0,2019-10-17 17:00:00,3,0.9919454770755886
9918684,3363.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,217,25,27.0,3336.0,2.0,1.0,0.0,24.0,2019-10-17 18:00:00,3,0.991971454058876
9926152,2743.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,204,21,24.0,2719.0,1.0,2.0,0.0,20.0,2019-10-17 19:00:00,3,0.991250455705432
9938723,2686.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,213,22,24.0,2662.0,1.0,0.0,0.0,22.0,2019-10-17 20:00:00,3,0.9910647803425168
9941490,2704.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,228,35,38.0,2666.0,4.0,0.0,0.0,32.0,2019-10-17 21:00:00,3,0.9859467455621301
9954390,2712.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,223,23,29.0,2683.0,1.0,1.0,0.0,26.0,2019-10-17 22:00:00,3,0.9893067846607669
9965961,2423.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,228,21,26.0,2397.0,1.0,0.0,0.0,25.0,2019-10-17 23:00:00,3,0.9892695006190673
9982127,2005.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,164,14,14.0,1991.0,1.0,0.0,0.0,11.0,2019-10-18 00:00:00,4,0.9930174563591022
9982491,1391.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,123,15,15.0,1376.0,2.0,1.0,0.0,11.0,2019-10-18 01:00:00,4,0.9892163910855499
9993751,873.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,93,3,3.0,870.0,0.0,0.0,0.0,3.0,2019-10-18 02:00:00,4,0.9965635738831615
10006510,763.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,76,8,9.0,754.0,0.0,0.0,0.0,9.0,2019-10-18 03:00:00,4,0.9882044560943644
10016788,297.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,37,7,9.0,288.0,0.0,0.0,0.0,9.0,2019-10-18 04:00:00,4,0.9696969696969697
10023371,240.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,43,36,108.0,132.0,1.0,1.0,0.0,18.0,2019-10-18 05:00:00,4,0.55
10027034,298.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,50,41,226.0,72.0,0.0,1.0,0.0,53.0,2019-10-18 06:00:00,4,0.24161073825503357
10031809,334.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,57,39,219.0,115.0,0.0,0.0,0.0,70.0,2019-10-18 07:00:00,4,0.344311377245509
10041550,269.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,52,40,235.0,34.0,0.0,1.0,0.0,78.0,2019-10-18 08:00:00,4,0.12639405204460966
10053435,700.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,81,48,248.0,452.0,0.0,2.0,0.0,97.0,2019-10-18 09:00:00,4,0.6457142857142857
10059117,1139.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,116,49,171.0,968.0,0.0,0.0,0.0,60.0,2019-10-18 10:00:00,4,0.8498683055311677
10068542,1553.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,135,12,12.0,1541.0,0.0,1.0,0.0,11.0,2019-10-18 11:00:00,4,0.9922730199613651
10079077,1995.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,141,19,20.0,1975.0,0.0,1.0,0.0,13.0,2019-10-18 12:00:00,4,0.9899749373433584
10080043,2584.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,169,32,36.0,2548.0,0.0,0.0,0.0,5.0,2019-10-18 13:00:00,4,0.9860681114551083
10098465,2418.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,176,59,87.0,2331.0,0.0,0.0,0.0,18.0,2019-10-18 14:00:00,4,0.9640198511166254
10108212,2417.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,184,81,169.0,2248.0,2.0,0.0,0.0,13.0,2019-10-18 15:00:00,4,0.9300786098469177
10114584,2679.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,238,106,213.0,2466.0,3.0,0.0,0.0,17.0,2019-10-18 16:00:00,4,0.9204927211646137
10128289,2723.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,238,129,241.0,2482.0,1.0,2.0,0.0,25.0,2019-10-18 17:00:00,4,0.9114946749908189
10133160,2988.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,250,110,159.0,2829.0,2.0,1.0,0.0,25.0,2019-10-18 18:00:00,4,0.9467871485943775
10143148,3065.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,240,102,157.0,2908.0,1.0,0.0,0.0,19.0,2019-10-18 19:00:00,4,0.9487765089722675
10162288,2841.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,240,49,61.0,2780.0,3.0,0.0,0.0,25.0,2019-10-18 20:00:00,4,0.9785286870820133
10170313,2814.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,245,30,34.0,2780.0,3.0,3.0,0.0,27.0,2019-10-18 21:00:00,4,0.9879175550817342
10175487,2383.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,207,105,173.0,2210.0,1.0,1.0,0.0,15.0,2019-10-18 22:00:00,4,0.9274024339068401
10188773,2274.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,179,61,84.0,2190.0,1.0,1.0,0.0,18.0,2019-10-18 23:00:00,4,0.9630606860158312
10193589,2166.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,181,68,86.0,2080.0,3.0,1.0,0.0,12.0,2019-10-19 00:00:00,5,0.9602954755309326
10211032,1274.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,153,56,71.0,1203.0,0.0,0.0,0.0,16.0,2019-10-19 01:00:00,5,0.9442700156985872
10217359,1020.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,123,33,42.0,978.0,0.0,3.0,0.0,4.0,2019-10-19 02:00:00,5,0.9588235294117647
10227091,915.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,85,26,32.0,883.0,2.0,4.0,0.0,9.0,2019-10-19 03:00:00,5,0.9650273224043716
10235774,384.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,48,16,17.0,367.0,0.0,0.0,0.0,8.0,2019-10-19 04:00:00,5,0.9557291666666666
10239674,199.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,31,10,11.0,188.0,0.0,1.0,0.0,1.0,2019-10-19 05:00:00,5,0.9447236180904522
10247921,164.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,23,2,2.0,162.0,0.0,0.0,0.0,2.0,2019-10-19 06:00:00,5,0.9878048780487805
10257428,80.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,37,0,0.0,80.0,0.0,0.0,0.0,0.0,2019-10-19 07:00:00,5,1.0
10261996,327.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,59,7,8.0,319.0,0.0,0.0,0.0,2.0,2019-10-19 08:00:00,5,0.9755351681957186
10269620,864.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,89,45,179.0,685.0,0.0,0.0,0.0,19.0,2019-10-19 09:00:00,5,0.7928240740740741
10274566,1341.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,112,49,101.0,1240.0,0.0,1.0,0.0,16.0,2019-10-19 10:00:00,5,0.9246830723340791
10286458,1901.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,131,70,381.0,1520.0,0.0,0.0,0.0,83.0,2019-10-19 11:00:00,5,0.7995791688584956
10290407,2222.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,169,86,233.0,1989.0,0.0,0.0,0.0,74.0,2019-10-19 12:00:00,5,0.8951395139513951
10305725,2487.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,151,11,12.0,2475.0,0.0,0.0,0.0,12.0,2019-10-19 13:00:00,5,0.9951749095295537
10307024,2584.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,200,82,135.0,2449.0,0.0,1.0,0.0,20.0,2019-10-19 14:00:00,5,0.9477554179566563
10324234,2987.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,206,86,114.0,2873.0,0.0,1.0,0.0,14.0,2019-10-19 15:00:00,5,0.9618346166722465
10334885,2732.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,216,94,155.0,2577.0,0.0,2.0,0.0,17.0,2019-10-19 16:00:00,5,0.9432650073206442
10336881,2887.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,242,96,127.0,2760.0,2.0,0.0,0.0,25.0,2019-10-19 17:00:00,5,0.9560096986491168
10347495,3064.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,267,113,164.0,2900.0,4.0,0.0,0.0,19.0,2019-10-19 18:00:00,5,0.9464751958224543
10365176,2782.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,249,109,170.0,2612.0,0.0,0.0,0.0,20.0,2019-10-19 19:00:00,5,0.9388928828181164
10371316,2668.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,243,132,215.0,2453.0,1.0,0.0,0.0,16.0,2019-10-19 20:00:00,5,0.9194152923538231
10378731,1973.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,214,130,240.0,1733.0,4.0,1.0,0.0,18.0,2019-10-19 21:00:00,5,0.8783578307146478
10388737,2004.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,186,111,215.0,1789.0,0.0,1.0,0.0,19.0,2019-10-19 22:00:00,5,0.8927145708582834
10398442,1404.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,187,131,278.0,1126.0,1.0,0.0,0.0,11.0,2019-10-19 23:00:00,5,0.801994301994302
10410655,1229.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,142,87,170.0,1059.0,1.0,1.0,0.0,5.0,2019-10-20 00:00:00,6,0.8616761594792515
10417001,726.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,96,52,115.0,611.0,0.0,8.0,0.0,8.0,2019-10-20 01:00:00,6,0.8415977961432507
10432751,544.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,82,49,107.0,437.0,0.0,0.0,0.0,7.0,2019-10-20 02:00:00,6,0.8033088235294118
10435549,557.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,67,46,103.0,454.0,0.0,1.0,0.0,5.0,2019-10-20 03:00:00,6,0.8150807899461401
10444259,314.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,40,22,48.0,266.0,1.0,5.0,0.0,3.0,2019-10-20 04:00:00,6,0.8471337579617835
10453463,266.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,38,13,33.0,233.0,0.0,2.0,0.0,3.0,2019-10-20 05:00:00,6,0.8759398496240601
10457104,288.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,27,13,32.0,256.0,0.0,3.0,0.0,2.0,2019-10-20 06:00:00,6,0.8888888888888888
10465732,180.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,45,18,50.0,130.0,0.0,7.0,0.0,3.0,2019-10-20 07:00:00,6,0.7222222222222222
10471568,413.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,58,16,48.0,365.0,0.0,1.0,0.0,2.0,2019-10-20 08:00:00,6,0.8837772397094431
10481765,657.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,65,16,52.0,605.0,0.0,0.0,0.0,4.0,2019-10-20 09:00:00,6,0.9208523592085236
10488171,1229.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,90,35,77.0,1152.0,0.0,0.0,0.0,8.0,2019-10-20 10:00:00,6,0.9373474369406021
10493126,1417.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,92,25,63.0,1354.0,0.0,0.0,0.0,9.0,2019-10-20 11:00:00,6,0.9555398729710657
10498769,1421.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,101,39,97.0,1324.0,0.0,1.0,0.0,6.0,2019-10-20 12:00:00,6,0.9317382125263899
10513495,1873.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,115,48,120.0,1753.0,1.0,0.0,0.0,9.0,2019-10-20 13:00:00,6,0.9359316604378003
10516178,1737.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,157,73,175.0,1562.0,0.0,1.0,0.0,11.0,2019-10-20 14:00:00,6,0.899251583189407
10527987,2463.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,201,115,271.0,2192.0,1.0,0.0,0.0,17.0,2019-10-20 15:00:00,6,0.8899715793747462
10538313,2681.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,237,144,343.0,2338.0,0.0,0.0,0.0,20.0,2019-10-20 16:00:00,6,0.8720626631853786
10550016,2882.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,256,123,277.0,2605.0,2.0,0.0,0.0,20.0,2019-10-20 17:00:00,6,0.9038861901457321
10557631,2647.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,236,128,237.0,2410.0,4.0,0.0,0.0,14.0,2019-10-20 18:00:00,6,0.9104646769928221
10565643,2586.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,237,111,185.0,2401.0,0.0,7.0,0.0,14.0,2019-10-20 19:00:00,6,0.92846094354215
10583185,2792.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,194,44,54.0,2738.0,2.0,4.0,0.0,15.0,2019-10-20 20:00:00,6,0.9806590257879656
10592638,2702.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,216,18,30.0,2672.0,1.0,11.0,0.0,17.0,2019-10-20 21:00:00,6,0.9888971132494448
10604020,2434.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,190,20,22.0,2412.0,0.0,1.0,0.0,21.0,2019-10-20 22:00:00,6,0.9909613804437141
10609982,2000.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,154,12,15.0,1985.0,0.0,0.0,0.0,14.0,2019-10-20 23:00:00,6,0.9925
10615484,2026.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,142,14,14.0,2012.0,0.0,1.0,0.0,12.0,2019-10-21 00:00:00,0,0.9930898321816387
10624470,1505.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,110,17,18.0,1487.0,0.0,1.0,0.0,16.0,2019-10-21 01:00:00,0,0.9880398671096345
10636653,1009.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,103,8,8.0,1001.0,0.0,1.0,0.0,7.0,2019-10-21 02:00:00,0,0.9920713577799801
10647772,882.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,78,13,14.0,868.0,2.0,0.0,0.0,11.0,2019-10-21 03:00:00,0,0.9841269841269841
10654045,273.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,40,7,10.0,263.0,1.0,2.0,0.0,6.0,2019-10-21 04:00:00,0,0.9633699633699634
